sample-id	Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Sample_Name	sample_comment	city	country
sample-129	DRR017348	AMPLICON	401	3813266	PRJDB1664	SAMD00009510	2344503	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015642	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009510	DRP001945	DRS015132	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-130	DRR017349	AMPLICON	401	1113050	PRJDB1664	SAMD00009522	704536	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015643	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009522	DRP001945	DRS015133	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-131	DRR017350	AMPLICON	401	3700296	PRJDB1664	SAMD00009517	2242933	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015644	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009517	DRP001945	DRS015134	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-132	DRR017351	AMPLICON	399	1395499	PRJDB1664	SAMD00009513	894847	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015645	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009513	DRP001945	DRS015135	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-133	DRR017352	AMPLICON	399	1759626	PRJDB1664	SAMD00009524	1085576	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015646	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009524	DRP001945	DRS015136	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-134	DRR017353	AMPLICON	401	1531859	PRJDB1664	SAMD00009519	954768	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015647	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009519	DRP001945	DRS015137	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-135	DRR017354	AMPLICON	399	1589056	PRJDB1664	SAMD00009528	994289	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015648	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00009528	DRP001945	DRS015138	16S rRNA amplicon sequencing of stool sample from healthy Bangkok Children	Bangkok	Thailand
sample-136	DRR017355	AMPLICON	400	3922336	PRJDB1664	SAMD00013006	2402084	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015649	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013006	DRP001946	DRS015139	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-137	DRR017356	AMPLICON	396	1228574	PRJDB1664	SAMD00013002	799757	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015650	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013002	DRP001946	DRS015140	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-138	DRR017357	AMPLICON	395	1481722	PRJDB1664	SAMD00013009	957826	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015651	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013009	DRP001946	DRS015141	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-139	DRR017358	AMPLICON	401	3953187	PRJDB1664	SAMD00013000	2395894	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015652	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013000	DRP001946	DRS015142	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-140	DRR017359	AMPLICON	400	2071942	PRJDB1664	SAMD00013011	1315605	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015653	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013011	DRP001946	DRS015143	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-141	DRR017360	AMPLICON	402	3534599	PRJDB1664	SAMD00013018	2180771	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015654	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013018	DRP001946	DRS015144	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-142	DRR017361	AMPLICON	400	3266058	PRJDB1664	SAMD00013015	2033218	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015655	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013015	DRP001946	DRS015145	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-143	DRR017362	AMPLICON	401	5492105	PRJDB1664	SAMD00013017	3322099	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015656	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013017	DRP001946	DRS015146	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-144	DRR017363	AMPLICON	399	3265181	PRJDB1664	SAMD00013001	2006779	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015657	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013001	DRP001946	DRS015147	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-145	DRR017364	AMPLICON	400	3434596	PRJDB1664	SAMD00012999	2136778	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015658	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012999	DRP001946	DRS015148	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-146	DRR017365	AMPLICON	400	2756151	PRJDB1664	SAMD00013008	1712575	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015659	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013008	DRP001946	DRS015149	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-147	DRR017366	AMPLICON	400	4184751	PRJDB1664	SAMD00013005	2603791	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015660	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013005	DRP001946	DRS015150	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-148	DRR017367	AMPLICON	400	1703302	PRJDB1664	SAMD00013021	1078679	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015661	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013021	DRP001946	DRS015151	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-149	DRR017368	AMPLICON	400	4238951	PRJDB1664	SAMD00013003	2585808	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015662	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013003	DRP001946	DRS015152	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-150	DRR017369	AMPLICON	401	4362849	PRJDB1664	SAMD00013020	2734155	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015663	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013020	DRP001946	DRS015153	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-151	DRR017370	AMPLICON	399	4397162	PRJDB1664	SAMD00013013	2683152	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015664	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013013	DRP001946	DRS015154	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-152	DRR017371	AMPLICON	399	3642005	PRJDB1664	SAMD00013014	2221604	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015665	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013014	DRP001946	DRS015155	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-153	DRR017372	AMPLICON	399	2795113	PRJDB1664	SAMD00013016	1750599	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015666	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013016	DRP001946	DRS015156	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-154	DRR017373	AMPLICON	397	1294873	PRJDB1664	SAMD00013010	830513	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015667	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013010	DRP001946	DRS015157	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-155	DRR017374	AMPLICON	403	1732308	PRJDB1664	SAMD00013012	1058500	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015668	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013012	DRP001946	DRS015158	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-156	DRR017375	AMPLICON	400	3539497	PRJDB1664	SAMD00012997	2177999	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015669	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012997	DRP001946	DRS015159	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-157	DRR017376	AMPLICON	400	3742593	PRJDB1664	SAMD00013019	2290033	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015670	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013019	DRP001946	DRS015160	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-158	DRR017377	AMPLICON	399	2815830	PRJDB1664	SAMD00012998	1745725	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015671	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00012998	DRP001946	DRS015161	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-159	DRR017378	AMPLICON	400	2449173	PRJDB1664	SAMD00013004	1532487	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015672	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013004	DRP001946	DRS015162	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-160	DRR017379	AMPLICON	396	1492043	PRJDB1664	SAMD00013022	954154	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015673	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013022	DRP001946	DRS015163	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-161	DRR017380	AMPLICON	403	1260187	PRJDB1664	SAMD00013007	768188	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015674	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00013007	DRP001946	DRS015164	16S rRNA amplicon sequencing of stool sample from healthy Khon Kaen Children	Khon Kaen	Thailand
sample-162	DRR017381	AMPLICON	404	1863864	PRJDB1664	SAMD00016646	1094962	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015675	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016646	DRP001947	DRS015165	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-163	DRR017382	AMPLICON	399	2381443	PRJDB1664	SAMD00016626	1451192	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015676	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016626	DRP001947	DRS015166	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-164	DRR017383	AMPLICON	399	2108280	PRJDB1664	SAMD00016643	1302040	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015677	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016643	DRP001947	DRS015167	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-165	DRR017384	AMPLICON	402	4152603	PRJDB1664	SAMD00016645	2501072	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015678	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016645	DRP001947	DRS015168	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-166	DRR017385	AMPLICON	403	2037775	PRJDB1664	SAMD00016650	1230514	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015679	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016650	DRP001947	DRS015169	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-167	DRR017386	AMPLICON	397	907249	PRJDB1664	SAMD00016637	578231	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015680	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016637	DRP001947	DRS015170	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-168	DRR017387	AMPLICON	403	1792667	PRJDB1664	SAMD00016654	1064222	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015681	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016654	DRP001947	DRS015171	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-169	DRR017388	AMPLICON	402	2487494	PRJDB1664	SAMD00016633	1501111	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015682	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016633	DRP001947	DRS015172	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-170	DRR017389	AMPLICON	400	1709811	PRJDB1664	SAMD00016629	1074302	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015683	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016629	DRP001947	DRS015173	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-171	DRR017390	AMPLICON	403	1308775	PRJDB1664	SAMD00016649	790168	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015684	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016649	DRP001947	DRS015174	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-172	DRR017391	AMPLICON	403	2122684	PRJDB1664	SAMD00016655	1244860	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015685	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016655	DRP001947	DRS015175	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-173	DRR017392	AMPLICON	403	2403494	PRJDB1664	SAMD00016641	1393166	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015686	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016641	DRP001947	DRS015176	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-174	DRR017393	AMPLICON	403	2358288	PRJDB1664	SAMD00016634	1385140	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015687	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016634	DRP001947	DRS015177	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-175	DRR017394	AMPLICON	404	2397095	PRJDB1664	SAMD00016631	1426013	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015688	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016631	DRP001947	DRS015178	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-176	DRR017395	AMPLICON	403	1679447	PRJDB1664	SAMD00016632	1036927	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015689	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016632	DRP001947	DRS015179	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-177	DRR017396	AMPLICON	399	1878101	PRJDB1664	SAMD00016647	1160285	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015690	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016647	DRP001947	DRS015180	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-178	DRR017397	AMPLICON	402	2687993	PRJDB1664	SAMD00016652	1617502	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015691	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016652	DRP001947	DRS015181	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-179	DRR017398	AMPLICON	400	1600297	PRJDB1664	SAMD00016640	1008744	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015692	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016640	DRP001947	DRS015182	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-180	DRR017399	AMPLICON	399	1968074	PRJDB1664	SAMD00016628	1216228	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015693	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016628	DRP001947	DRS015183	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-181	DRR017400	AMPLICON	400	906815	PRJDB1664	SAMD00016625	579052	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015694	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016625	DRP001947	DRS015184	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-182	DRR017401	AMPLICON	402	5472246	PRJDB1664	SAMD00016642	3265116	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015695	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016642	DRP001947	DRS015185	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-183	DRR017402	AMPLICON	403	1728981	PRJDB1664	SAMD00016635	1021770	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015696	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016635	DRP001947	DRS015186	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-184	DRR017403	AMPLICON	398	848280	PRJDB1664	SAMD00016630	540625	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015697	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016630	DRP001947	DRS015187	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-185	DRR017404	AMPLICON	404	1988746	PRJDB1664	SAMD00016644	1181123	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015698	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016644	DRP001947	DRS015188	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-186	DRR017405	AMPLICON	403	2726749	PRJDB1664	SAMD00016627	1676972	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015699	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016627	DRP001947	DRS015189	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-187	DRR017406	AMPLICON	403	2302754	PRJDB1664	SAMD00016636	1368315	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015700	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016636	DRP001947	DRS015190	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-188	DRR017407	AMPLICON	403	2135795	PRJDB1664	SAMD00016653	1281715	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015701	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016653	DRP001947	DRS015191	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-189	DRR017408	AMPLICON	403	2010318	PRJDB1664	SAMD00016651	1190197	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015702	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016651	DRP001947	DRS015192	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-190	DRR017409	AMPLICON	403	1998501	PRJDB1664	SAMD00016638	1210965	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015703	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016638	DRP001947	DRS015193	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-191	DRR017410	AMPLICON	403	2464047	PRJDB1664	SAMD00016639	1487289	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015704	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016639	DRP001947	DRS015194	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-192	DRR017411	AMPLICON	400	1665378	PRJDB1664	SAMD00016648	1034865	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015705	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00016648	DRP001947	DRS015195	16S rRNA amplicon sequencing of stool sample from healthy Beijing Children	Beijing	China
sample-193	DRR017412	AMPLICON	401	2071738	PRJDB1664	SAMD00008767	1282009	KYUSHU	public	sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	DRX015706	454 GS FLX Titanium	SINGLE	PCR	METAGENOMIC	human gut metagenome	LS454	2015-03-06T00:00:00Z	SAMD00008767	DRP001948	DRS015196	16S rRNA amplicon sequencing of stool sample from healthy Lanzhou Children	Lanzhou	China
