study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJNA46879	SAMN00018741	SRX020775	SRR049195	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049195	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049195	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049195	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049195	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049195	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049195	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049195	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049195	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049196	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049197	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049198	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049199	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049200	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049201	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049202	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049203	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049204	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049205	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049206	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049207	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049208	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018981	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018738	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012534	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018979	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018982	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018813	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018741	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018816	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018812	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018734	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018819	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018814	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018973	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00012535	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018810	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018733	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020775	SRR049209	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018731	SRX020776	SRR049210	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018853	SRX020776	SRR049210	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018656	SRX020776	SRR049210	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018748	SRX020776	SRR049210	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018930	SRX020776	SRR049210	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018763	SRX020776	SRR049210	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018691	SRX020776	SRR049210	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020776	SRR049210	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018731	SRX020776	SRR049211	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018853	SRX020776	SRR049211	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018748	SRX020776	SRR049211	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018656	SRX020776	SRR049211	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018930	SRX020776	SRR049211	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018691	SRX020776	SRR049211	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00018763	SRX020776	SRR049211	646099	human metagenome		Protected file(s). Go to dbGap	
PRJNA46879	SAMN00010557	SRX020776	SRR049211	646099	human metagenome		Protected file(s). Go to dbGap	
