sample-id,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_body_product,host_diet,host,host_subject_id,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,misc_param,Organism,Platform,ReleaseDate,Sample Name,source_material_id,SRA Study
sample-82,SRR15032286,AMPLICON,301,1183833,PRJNA743361,SAMN20031531,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",591787,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343961,USA,North America,USA: California,stool,Fermented,Homo sapiens,8008,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v309,5009,37.4275 N 122.1697 W,fefifo_8008_5_96__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8008_5_96,5009,SRP326733
sample-83,SRR15032287,AMPLICON,301,2081415,PRJNA743361,SAMN20031530,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",981885,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343960,USA,North America,USA: California,stool,Fermented,Homo sapiens,8031,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v308,2032,37.4275 N 122.1697 W,fefifo_8031_2_95__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8031_2_95,2032,SRP326733
sample-84,SRR15032288,AMPLICON,301,3850693,PRJNA743361,SAMN20031529,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1736276,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343959,USA,North America,USA: California,stool,Fiber,Homo sapiens,8013,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v307,4014,37.4275 N 122.1697 W,fefifo_8013_4_94__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8013_4_94,4014,SRP326733
sample-85,SRR15032289,AMPLICON,301,4281424,PRJNA743361,SAMN20031528,"MIGS/MIMS/MIMARKS.human-gut,MIMARKS.specimen",1877292,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343958,USA,North America,USA: California,stool,Fiber,Homo sapiens,8009,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v306,1010,37.4275 N 122.1697 W,fefifo_8009_1_93__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8009_1_93,1010,SRP326733
sample-86,SRR15032290,AMPLICON,301,3305883,PRJNA743361,SAMN20031527,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1483328,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343957,USA,North America,USA: California,stool,Fiber,Homo sapiens,8009,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v305,4010,37.4275 N 122.1697 W,fefifo_8009_4_92__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8009_4_92,4010,SRP326733
sample-87,SRR15032291,AMPLICON,301,3919020,PRJNA743361,SAMN20031526,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1746677,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343956,USA,North America,USA: California,stool,Fiber,Homo sapiens,8013,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v304,1014,37.4275 N 122.1697 W,fefifo_8013_1_91__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8013_1_91,1014,SRP326733
sample-88,SRR15032292,AMPLICON,301,3311903,PRJNA743361,SAMN20031525,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1503698,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343955,USA,North America,USA: California,stool,Fermented,Homo sapiens,8031,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v303,4032,37.4275 N 122.1697 W,fefifo_8031_4_90__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8031_4_90,4032,SRP326733
sample-89,SRR15032293,AMPLICON,301,2799601,PRJNA743361,SAMN20031524,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1290424,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343954,USA,North America,USA: California,stool,Fermented,Homo sapiens,8010,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v302,2011,37.4275 N 122.1697 W,fefifo_8010_2_89__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8010_2_89,2011,SRP326733
sample-90,SRR15032294,AMPLICON,301,813001,PRJNA743361,SAMN20031254,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",429184,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343953,USA,North America,USA: California,stool,Fermented,Homo sapiens,8020,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v32,3021,37.4275 N 122.1697 W,fefifo_8020_3_126__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8020_3_126,3021,SRP326733
sample-91,SRR15032295,AMPLICON,301,988785,PRJNA743361,SAMN20031227,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",498756,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343952,USA,North America,USA: California,stool,Fermented,Homo sapiens,8027,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v5,4028,37.4275 N 122.1697 W,fefifo_8027_4_101__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8027_4_101,4028,SRP326733
sample-92,SRR15032296,AMPLICON,301,5566694,PRJNA743361,SAMN20031523,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2486877,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343951,USA,North America,USA: California,stool,Fermented,Homo sapiens,8010,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v301,3011,37.4275 N 122.1697 W,fefifo_8010_3_88__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8010_3_88,3011,SRP326733
sample-93,SRR15032297,AMPLICON,301,2733983,PRJNA743361,SAMN20031522,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1237292,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343950,USA,North America,USA: California,stool,Fermented,Homo sapiens,8010,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v300,1011,37.4275 N 122.1697 W,fefifo_8010_1_87__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8010_1_87,1011,SRP326733
sample-94,SRR15032298,AMPLICON,301,3865743,PRJNA743361,SAMN20031521,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1714506,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343949,USA,North America,USA: California,stool,Fiber,Homo sapiens,8009,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v299,3010,37.4275 N 122.1697 W,fefifo_8009_3_86__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8009_3_86,3010,SRP326733
sample-95,SRR15032299,AMPLICON,301,6768286,PRJNA743361,SAMN20031520,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2958037,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343948,USA,North America,USA: California,stool,Fermented,Homo sapiens,8008,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v298,1009,37.4275 N 122.1697 W,fefifo_8008_1_85__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8008_1_85,1009,SRP326733
sample-96,SRR15032300,AMPLICON,301,693203,PRJNA743361,SAMN20031519,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",372460,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343947,USA,North America,USA: California,stool,Fermented,Homo sapiens,8020,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v297,4021,37.4275 N 122.1697 W,fefifo_8020_4_84__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8020_4_84,4021,SRP326733
sample-97,SRR15032301,AMPLICON,301,2661141,PRJNA743361,SAMN20031518,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1244233,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343946,USA,North America,USA: California,stool,Fermented,Homo sapiens,8020,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v296,2021,37.4275 N 122.1697 W,fefifo_8020_2_83__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8020_2_83,2021,SRP326733
sample-98,SRR15032302,AMPLICON,301,2485658,PRJNA743361,SAMN20031517,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1143434,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343945,USA,North America,USA: California,stool,Fermented,Homo sapiens,8020,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v295,1021,37.4275 N 122.1697 W,fefifo_8020_1_82__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8020_1_82,1021,SRP326733
sample-99,SRR15032303,AMPLICON,301,1993222,PRJNA743361,SAMN20031516,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",917621,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343944,USA,North America,USA: California,stool,Fiber,Homo sapiens,8009,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v294,2010,37.4275 N 122.1697 W,fefifo_8009_2_81__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8009_2_81,2010,SRP326733
sample-100,SRR15032304,AMPLICON,301,3439527,PRJNA743361,SAMN20031515,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1536687,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343943,USA,North America,USA: California,stool,Fermented,Homo sapiens,8008,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v293,4009,37.4275 N 122.1697 W,fefifo_8008_4_80__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8008_4_80,4009,SRP326733
sample-101,SRR15032305,AMPLICON,301,4296173,PRJNA743361,SAMN20031514,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1926999,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343942,USA,North America,USA: California,stool,Fermented,Homo sapiens,8026,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v292,1027,37.4275 N 122.1697 W,fefifo_8026_1_79__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8026_1_79,1027,SRP326733
sample-102,SRR15032306,AMPLICON,301,998718,PRJNA743361,SAMN20031253,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",504189,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343941,USA,North America,USA: California,stool,Fiber,Homo sapiens,8013,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v31,2014,37.4275 N 122.1697 W,fefifo_8013_2_125__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8013_2_125,2014,SRP326733
sample-103,SRR15032307,AMPLICON,301,7326942,PRJNA743361,SAMN20031513,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",3188099,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343940,USA,North America,USA: California,stool,Fermented,Homo sapiens,8008,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v291,3009,37.4275 N 122.1697 W,fefifo_8008_3_78__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8008_3_78,3009,SRP326733
sample-104,SRR15032308,AMPLICON,301,6416718,PRJNA743361,SAMN20031512,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2836915,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343939,USA,North America,USA: California,stool,Fiber,Homo sapiens,8006,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v290,2007,37.4275 N 122.1697 W,fefifo_8006_2_77__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8006_2_77,2007,SRP326733
sample-105,SRR15032309,AMPLICON,301,831663,PRJNA743361,SAMN20031511,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",447430,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343938,USA,North America,USA: California,stool,Fermented,Homo sapiens,8008,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v289,2009,37.4275 N 122.1697 W,fefifo_8008_2_76__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8008_2_76,2009,SRP326733
sample-106,SRR15032310,AMPLICON,301,5018874,PRJNA743361,SAMN20031510,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2184032,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343937,USA,North America,USA: California,stool,Fiber,Homo sapiens,8013,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v288,3014,37.4275 N 122.1697 W,fefifo_8013_3_75__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8013_3_75,3014,SRP326733
sample-107,SRR15032311,AMPLICON,301,7087647,PRJNA743361,SAMN20031509,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",3138252,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343936,USA,North America,USA: California,stool,Fermented,Homo sapiens,8031,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v287,3032,37.4275 N 122.1697 W,fefifo_8031_3_74__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8031_3_74,3032,SRP326733
sample-108,SRR15032312,AMPLICON,301,6505513,PRJNA743361,SAMN20031508,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2962057,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343935,USA,North America,USA: California,stool,Fiber,Homo sapiens,8007,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v286,4008,37.4275 N 122.1697 W,fefifo_8007_4_73__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8007_4_73,4008,SRP326733
sample-109,SRR15032313,AMPLICON,301,561967,PRJNA743361,SAMN20031507,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",315340,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343934,USA,North America,USA: California,stool,Fiber,Homo sapiens,8006,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v285,1007,37.4275 N 122.1697 W,fefifo_8006_1_72__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8006_1_72,1007,SRP326733
sample-110,SRR15032314,AMPLICON,301,4822923,PRJNA743361,SAMN20031506,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2162450,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343933,USA,North America,USA: California,stool,Fiber,Homo sapiens,8007,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v284,1008,37.4275 N 122.1697 W,fefifo_8007_1_71__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8007_1_71,1008,SRP326733
sample-111,SRR15032315,AMPLICON,301,1955898,PRJNA743361,SAMN20031505,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",908685,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343932,USA,North America,USA: California,stool,Fiber,Homo sapiens,8007,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v283,3008,37.4275 N 122.1697 W,fefifo_8007_3_70__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8007_3_70,3008,SRP326733
sample-112,SRR15032316,AMPLICON,301,5142886,PRJNA743361,SAMN20031504,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2313657,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343931,USA,North America,USA: California,stool,Fiber,Homo sapiens,8006,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v282,5007,37.4275 N 122.1697 W,fefifo_8006_5_7__16S,SINGLE,PCR,METAGENOMIC,5,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8006_5_7,5007,SRP326733
sample-113,SRR15032317,AMPLICON,301,1087513,PRJNA743361,SAMN20031252,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",548659,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343930,USA,North America,USA: California,stool,Fermented,Homo sapiens,8030,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v30,2031,37.4275 N 122.1697 W,fefifo_8030_2_124__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8030_2_124,2031,SRP326733
sample-114,SRR15032318,AMPLICON,301,4787104,PRJNA743361,SAMN20031503,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2131460,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343929,USA,North America,USA: California,stool,Fermented,Homo sapiens,8004,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v281,3005,37.4275 N 122.1697 W,fefifo_8004_3_69__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8004_3_69,3005,SRP326733
sample-115,SRR15032319,AMPLICON,301,2549470,PRJNA743361,SAMN20031502,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1163452,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343928,USA,North America,USA: California,stool,Fiber,Homo sapiens,8007,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v280,2008,37.4275 N 122.1697 W,fefifo_8007_2_68__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8007_2_68,2008,SRP326733
sample-116,SRR15032320,AMPLICON,301,2728264,PRJNA743361,SAMN20031501,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1245932,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343927,USA,North America,USA: California,stool,Fiber,Homo sapiens,8006,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v279,4007,37.4275 N 122.1697 W,fefifo_8006_4_67__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8006_4_67,4007,SRP326733
sample-117,SRR15032321,AMPLICON,301,3624943,PRJNA743361,SAMN20031500,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1647532,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343926,USA,North America,USA: California,stool,Fiber,Homo sapiens,8006,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v278,3007,37.4275 N 122.1697 W,fefifo_8006_3_66__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8006_3_66,3007,SRP326733
sample-118,SRR15032322,AMPLICON,301,3544576,PRJNA743361,SAMN20031499,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1599893,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343925,USA,North America,USA: California,stool,Fermented,Homo sapiens,8004,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v277,4005,37.4275 N 122.1697 W,fefifo_8004_4_65__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8004_4_65,4005,SRP326733
sample-119,SRR15032323,AMPLICON,301,4877705,PRJNA743361,SAMN20031498,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2178531,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343924,USA,North America,USA: California,stool,Fermented,Homo sapiens,8004,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v276,2005,37.4275 N 122.1697 W,fefifo_8004_2_64__16S,SINGLE,PCR,METAGENOMIC,2,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8004_2_64,2005,SRP326733
sample-120,SRR15032324,AMPLICON,301,4679647,PRJNA743361,SAMN20031497,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",2102448,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343923,USA,North America,USA: California,stool,Fermented,Homo sapiens,8004,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v275,1005,37.4275 N 122.1697 W,fefifo_8004_1_63__16S,SINGLE,PCR,METAGENOMIC,1,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8004_1_63,1005,SRP326733
sample-121,SRR15032325,AMPLICON,301,2867928,PRJNA743361,SAMN20031496,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1300767,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343922,USA,North America,USA: California,stool,Fermented,Homo sapiens,8026,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v274,3027,37.4275 N 122.1697 W,fefifo_8026_3_62__16S,SINGLE,PCR,METAGENOMIC,3,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8026_3_62,3027,SRP326733
sample-122,SRR15032326,AMPLICON,301,3751965,PRJNA743361,SAMN20031495,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.human-gut",1689230,SONNENBURGLAB,2017,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human_gut,healthy_adults,stool,SRX11343921,USA,North America,USA: California,stool,Fermented,Homo sapiens,8026,Illumina MiSeq,https://www.biorxiv.org/content/10.1101/2020.09.30.321448v273,4027,37.4275 N 122.1697 W,fefifo_8026_4_61__16S,SINGLE,PCR,METAGENOMIC,4,human gut metagenome,ILLUMINA,2021-07-03T00:00:00Z,fefifo_8026_4_61,4027,SRP326733
