sample-id,Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Label,lat_lon,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,groups,city
sample-94,SRR1298540,AMPLICON,568,5299717,PRJNA247489,SAMN02781517,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11724713,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552802,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Parma 20,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,20-PR-VG-F,SRP042234,VG,Parma
sample-95,SRR1298541,AMPLICON,575,2933538,PRJNA247489,SAMN02781537,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6433924,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552803,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 20,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,20-TO-O-F,SRP042234,O,Torino
sample-96,SRR1298542,AMPLICON,561,3093754,PRJNA247489,SAMN02781454,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6753403,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552804,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bologna 21,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,21-BO-O-F,SRP042234,O,Bologna
sample-97,SRR1298543,AMPLICON,570,4815866,PRJNA247489,SAMN02781545,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10493767,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552805,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 21,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,21-PR-V-F,SRP042234,V,Parma
sample-98,SRR1298544,AMPLICON,547,2435502,PRJNA247489,SAMN02781538,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5383271,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552806,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 21,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,21-TO-V-F,SRP042234,V,Torino
sample-99,SRR1298545,AMPLICON,560,4238964,PRJNA247489,SAMN02781546,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9145956,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552807,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 22,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,22-PR-V-F,SRP042234,V,Parma
sample-100,SRR1298546,AMPLICON,585,4641042,PRJNA247489,SAMN02781541,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9902203,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552808,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 22,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,22-TO-O-F,SRP042234,O,Torino
sample-101,SRR1298547,AMPLICON,568,4160017,PRJNA247489,SAMN02781547,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9129805,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552809,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 23,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,23-PR-V-F,SRP042234,V,Parma
sample-102,SRR1298549,AMPLICON,872,7215603,PRJNA247489,SAMN02781539,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",18326598,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552811,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 24,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,24-TO-V-F,SRP042234,V,Torino
sample-103,SRR1298550,AMPLICON,571,5217291,PRJNA247489,SAMN02781554,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11362331,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552812,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 25,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,25-BO-VG-F,SRP042234,VG,Bologna
sample-104,SRR1298551,AMPLICON,565,5685108,PRJNA247489,SAMN02781548,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12510427,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552813,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Parma 25,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,25-PR-O-F,SRP042234,O,Parma
sample-105,SRR1298552,AMPLICON,865,8861415,PRJNA247489,SAMN02781494,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",22449560,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552814,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 25,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,25-TO-V-F,SRP042234,V,Torino
sample-106,SRR1298553,AMPLICON,552,9446474,PRJNA247489,SAMN02781478,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",20599828,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552815,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bologna 26,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,26-BO-V-F,SRP042234,V,Bologna
sample-107,SRR1298554,AMPLICON,533,2502143,PRJNA247489,SAMN02781549,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5521296,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552816,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 26,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,26-PR-V-F,SRP042234,V,Parma
sample-108,SRR1298555,AMPLICON,867,8017952,PRJNA247489,SAMN02781487,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",20394013,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552817,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Torino 26,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,26-TO-VG-F,SRP042234,VG,Torino
sample-109,SRR1298556,AMPLICON,576,4822410,PRJNA247489,SAMN02781455,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10448903,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552818,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 27,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,27-BO-VG-F,SRP042234,VG,Bologna
sample-110,SRR1298557,AMPLICON,553,2788383,PRJNA247489,SAMN02781550,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6104094,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552819,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Parma 27,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,27-PR-VG-F,SRP042234,VG,Parma
sample-111,SRR1298558,AMPLICON,869,7324837,PRJNA247489,SAMN02781540,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",18454990,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552820,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 27,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,27-TO-V-F,SRP042234,V,Torino
sample-112,SRR1298559,AMPLICON,522,3327008,PRJNA247489,SAMN02781435,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7411425,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552821,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bologna 28,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,28-BO-O-F,SRP042234,O,Bologna
sample-113,SRR1298560,AMPLICON,526,3429022,PRJNA247489,SAMN02781488,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7623684,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552822,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Torino 28,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,28-TO-VG-F,SRP042234,VG,Torino
sample-114,SRR1298561,AMPLICON,562,2815981,PRJNA247489,SAMN02781476,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6192457,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552823,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bologna 29,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,29-BO-O-F,SRP042234,O,Bologna
sample-115,SRR1298562,AMPLICON,564,3438503,PRJNA247489,SAMN02781439,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7544831,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552824,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Parma 29,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,29-PR-O-F,SRP042234,O,Parma
sample-116,SRR1298563,AMPLICON,869,6653588,PRJNA247489,SAMN02781528,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",16934493,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552825,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Torino 29,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,29-TO-VG-F,SRP042234,VG,Torino
sample-117,SRR1298564,AMPLICON,567,3613819,PRJNA247489,SAMN02781477,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7899591,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552826,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bologna 30,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,30-BO-O-F,SRP042234,O,Bologna
sample-118,SRR1298565,AMPLICON,564,5525094,PRJNA247489,SAMN02781440,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12172621,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552827,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Parma 30,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,30-PR-VG-F,SRP042234,VG,Parma
sample-119,SRR1298566,AMPLICON,568,3099421,PRJNA247489,SAMN02781542,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",6672818,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552828,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 30,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,30-TO-V-F,SRP042234,V,Torino
sample-120,SRR1298567,AMPLICON,564,3840254,PRJNA247489,SAMN02781456,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8384296,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552829,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Bologna 31,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,31-BO-O-F,SRP042234,O,Bologna
sample-121,SRR1298568,AMPLICON,574,6542218,PRJNA247489,SAMN02781441,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",14215036,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552830,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Parma 31,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,31-PR-O-F,SRP042234,O,Parma
sample-122,SRR1298569,AMPLICON,866,5660841,PRJNA247489,SAMN02781498,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",14385232,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552831,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 31,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,31-TO-O-F,SRP042234,O,Torino
sample-123,SRR1298570,AMPLICON,574,3482004,PRJNA247489,SAMN02781475,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7602905,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552832,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 32,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,32-BO-VG-F,SRP042234,VG,Bologna
sample-124,SRR1298571,AMPLICON,561,3452825,PRJNA247489,SAMN02781442,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7527482,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552833,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 32,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,32-PR-V-F,SRP042234,V,Parma
sample-125,SRR1298572,AMPLICON,868,7184020,PRJNA247489,SAMN02781543,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",18084674,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552834,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 32,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,32-TO-V-F,SRP042234,V,Torino
sample-126,SRR1298573,AMPLICON,566,6052895,PRJNA247489,SAMN02781443,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13347291,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552835,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 33,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,33-PR-V-F,SRP042234,V,Parma
sample-127,SRR1298574,AMPLICON,868,5450442,PRJNA247489,SAMN02781499,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13835841,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552836,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 33,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,33-TO-O-F,SRP042234,O,Torino
sample-128,SRR1298575,AMPLICON,557,3929634,PRJNA247489,SAMN02781555,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8472763,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552837,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 34,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,34-BO-VG-F,SRP042234,VG,Bologna
sample-129,SRR1298576,AMPLICON,577,7401877,PRJNA247489,SAMN02781444,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",16233048,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552838,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Parma 34,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,34-PR-O-F,SRP042234,O,Parma
sample-130,SRR1298577,AMPLICON,867,6083313,PRJNA247489,SAMN02781489,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",15280382,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552839,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Torino 34,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,34-TO-VG-F,SRP042234,VG,Torino
sample-131,SRR1298578,AMPLICON,533,4464828,PRJNA247489,SAMN02781558,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9820542,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552840,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bologna 35,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,35-BO-V-F,SRP042234,V,Bologna
sample-132,SRR1298579,AMPLICON,579,4047883,PRJNA247489,SAMN02781445,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8698307,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552841,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Parma 35,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,35-PR-V-F,SRP042234,V,Parma
sample-133,SRR1298580,AMPLICON,867,6994755,PRJNA247489,SAMN02781544,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",17561158,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552842,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Torino 35,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,35-TO-V-F,SRP042234,V,Torino
sample-134,SRR1298581,AMPLICON,560,2654777,PRJNA247489,SAMN02781559,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",5857447,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552843,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegan subject from Bologna 36,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,36-BO-V-F,SRP042234,V,Bologna
sample-135,SRR1298582,AMPLICON,571,3683173,PRJNA247489,SAMN02781446,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8128223,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552844,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Parma 36,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,36-PR-O-F,SRP042234,O,Parma
sample-136,SRR1298583,AMPLICON,575,3875798,PRJNA247489,SAMN02781556,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8292116,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552845,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Bologna 37,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,37-BO-VG-F,SRP042234,VG,Bologna
sample-137,SRR1298584,AMPLICON,562,4843365,PRJNA247489,SAMN02781447,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10660610,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552846,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Parma 37,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,37-PR-O-F,SRP042234,O,Parma
sample-138,SRR1298585,AMPLICON,866,6064843,PRJNA247489,SAMN02781472,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",15372162,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552847,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Torino 37,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,37-TO-O-F,SRP042234,O,Torino
sample-139,SRR1298586,AMPLICON,574,4303670,PRJNA247489,SAMN02781448,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9286099,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552848,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from omnivorous subject from Parma 38,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,38-PR-O-F,SRP042234,O,Parma
sample-140,SRR1298587,AMPLICON,520,2027584,PRJNA247489,SAMN02781490,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4473553,UNIVERSITÀ DI NAPOLI FEDERICO II - DIPARTIMENTO DI,2013,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",feces,feces,feces,SRX552849,Italy,Europe,Italy,Homo sapiens,454 GS Junior,fecal microbiota from vegetarian subject from Torino 38,NA,SINGLE,PCR,METAGENOMIC,human gut metagenome,LS454,2015-03-27T00:00:00Z,38-TO-VG-F,SRP042234,VG,Torino
