Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host_diet,Host,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,groups
SRR10698137,AMPLICON,420,31509660,PRJNA595949,SAMN13577749,Metagenome or environmental,18871797,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-10-01,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374798,Belgium,Europe,Belgium: Brussels,E32M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E32M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E32M3,SRP237728,M3_inulin
SRR10698141,AMPLICON,420,39590040,PRJNA595949,SAMN13577745,Metagenome or environmental,22762261,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-05-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374794,Belgium,Europe,Belgium: Brussels,E22M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E22M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E22M3,SRP237728,M3_inulin
SRR10698143,AMPLICON,420,21917700,PRJNA595949,SAMN13577743,Metagenome or environmental,13605123,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-05-20,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374792,Belgium,Europe,Belgium: Brussels,E21M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E21M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E21M3,SRP237728,M3_inulin
SRR10698150,AMPLICON,420,56654640,PRJNA595949,SAMN13577737,Metagenome or environmental,31241533,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-04-23,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374785,Belgium,Europe,Belgium: Brussels,E11M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E11M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E11M3,SRP237728,M3_inulin
SRR10698152,AMPLICON,420,37854180,PRJNA595949,SAMN13577735,Metagenome or environmental,22732162,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-03-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374783,Belgium,Europe,Belgium: Brussels,E10M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E10M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E10M3,SRP237728,M3_inulin
SRR10698156,AMPLICON,420,51358020,PRJNA595949,SAMN13577731,Metagenome or environmental,27798770,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-05-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374779,Belgium,Europe,Belgium: Brussels,E01M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E01M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E01M3,SRP237728,M3_inulin
SRR10698159,AMPLICON,420,17701320,PRJNA595949,SAMN13577729,Metagenome or environmental,11355619,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-03-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374776,Belgium,Europe,Belgium: Liege,C44M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C44M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C44M3,SRP237728,M3_inulin
SRR10698161,AMPLICON,420,39906720,PRJNA595949,SAMN13577727,Metagenome or environmental,22462361,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-02-06,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374774,Belgium,Europe,Belgium: Liege,C43M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C43M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C43M3,SRP237728,M3_inulin
SRR10698165,AMPLICON,420,21576660,PRJNA595949,SAMN13577723,Metagenome or environmental,11834124,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-11-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374770,Belgium,Europe,Belgium: Liege,C39M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C39M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C39M3,SRP237728,M3_inulin
SRR10698170,AMPLICON,420,47672100,PRJNA595949,SAMN13577719,Metagenome or environmental,26098966,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-10-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374765,Belgium,Europe,Belgium: Liege,C37M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C37M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C37M3,SRP237728,M3_inulin
SRR10698172,AMPLICON,420,37654680,PRJNA595949,SAMN13577717,Metagenome or environmental,20008969,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-09-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374763,Belgium,Europe,Belgium: Liege,C34M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C34M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C34M3,SRP237728,M3_inulin
SRR10698174,AMPLICON,420,46795980,PRJNA595949,SAMN13577715,Metagenome or environmental,26813807,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-08-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374761,Belgium,Europe,Belgium: Liege,C32M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C32M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C32M3,SRP237728,M3_inulin
SRR10698185,AMPLICON,420,37823100,PRJNA595949,SAMN13577705,Metagenome or environmental,22067068,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-05-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374750,Belgium,Europe,Belgium: Liege,C26M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C26M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C26M3,SRP237728,M3_inulin
SRR10698194,AMPLICON,420,31389960,PRJNA595949,SAMN13577697,Metagenome or environmental,18628164,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-04-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374741,Belgium,Europe,Belgium: Liege,C21M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C21M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C21M3,SRP237728,M3_inulin
SRR10698196,AMPLICON,420,50084160,PRJNA595949,SAMN13577695,Metagenome or environmental,27058388,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-04-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374739,Belgium,Europe,Belgium: Liege,C20M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C20M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C20M3,SRP237728,M3_inulin
SRR10698198,AMPLICON,420,49004760,PRJNA595949,SAMN13577693,Metagenome or environmental,26151508,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-03-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374737,Belgium,Europe,Belgium: Liege,C19M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C19M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C19M3,SRP237728,M3_inulin
SRR10698200,AMPLICON,420,44765280,PRJNA595949,SAMN13577691,Metagenome or environmental,24541980,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-03-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374735,Belgium,Europe,Belgium: Liege,C18M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C18M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C18M3,SRP237728,M3_inulin
SRR10698202,AMPLICON,420,52484460,PRJNA595949,SAMN13577663,Metagenome or environmental,28969921,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-06-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374733,Belgium,Europe,Belgium: Liege,C02M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C02M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C02M3,SRP237728,M3_inulin
SRR10698205,AMPLICON,420,38063340,PRJNA595949,SAMN13577687,Metagenome or environmental,21498356,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-01-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374730,Belgium,Europe,Belgium: Liege,C16M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C16M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C16M3,SRP237728,M3_inulin
SRR10698209,AMPLICON,420,52686480,PRJNA595949,SAMN13577683,Metagenome or environmental,29512324,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-01-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374726,Belgium,Europe,Belgium: Liege,C14M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C14M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C14M3,SRP237728,M3_inulin
SRR10698211,AMPLICON,420,26337360,PRJNA595949,SAMN13577681,Metagenome or environmental,15976957,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-11-16,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374724,Belgium,Europe,Belgium: Liege,C12M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C12M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C12M3,SRP237728,M3_inulin
SRR10698217,AMPLICON,420,27772500,PRJNA595949,SAMN13577847,Metagenome or environmental,15539018,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-04-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374718,Belgium,Europe,Belgium: Brussels,S55M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S55M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S55M3,SRP237728,M3_inulin
SRR10698221,AMPLICON,420,29348340,PRJNA595949,SAMN13577843,Metagenome or environmental,16955132,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-02-16,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374714,Belgium,Europe,Belgium: Brussels,S52M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S52M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S52M3,SRP237728,M3_inulin
SRR10698223,AMPLICON,420,18831120,PRJNA595949,SAMN13577841,Metagenome or environmental,10788277,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-11-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374712,Belgium,Europe,Belgium: Brussels,S51M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S51M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S51M3,SRP237728,M3_inulin
SRR10698232,AMPLICON,420,35330820,PRJNA595949,SAMN13577833,Metagenome or environmental,19728565,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-10-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374703,Belgium,Europe,Belgium: Brussels,S46M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S46M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S46M3,SRP237728,M3_inulin
SRR10698234,AMPLICON,420,47641860,PRJNA595949,SAMN13577831,Metagenome or environmental,25679202,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-10-12,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374701,Belgium,Europe,Belgium: Brussels,S45M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S45M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S45M3,SRP237728,M3_inulin
SRR10698245,AMPLICON,420,20719440,PRJNA595949,SAMN13577821,Metagenome or environmental,11800675,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-09-22,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374690,Belgium,Europe,Belgium: Brussels,S40M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S40M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S40M3,SRP237728,M3_inulin
SRR10698250,AMPLICON,420,53418960,PRJNA595949,SAMN13577817,Metagenome or environmental,29509039,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-08-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374685,Belgium,Europe,Belgium: Brussels,S37M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S37M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S37M3,SRP237728,M3_inulin
SRR10698258,AMPLICON,420,51179940,PRJNA595949,SAMN13577675,Metagenome or environmental,28012634,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-09-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374677,Belgium,Europe,Belgium: Liege,C09M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C09M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C09M3,SRP237728,M3_inulin
SRR10698265,AMPLICON,420,41944560,PRJNA595949,SAMN13577803,Metagenome or environmental,22566120,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-04-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374670,Belgium,Europe,Belgium: Brussels,S25M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S25M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S25M3,SRP237728,M3_inulin
SRR10698270,AMPLICON,420,26743500,PRJNA595949,SAMN13577799,Metagenome or environmental,16324122,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-01-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374665,Belgium,Europe,Belgium: Brussels,S20M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S20M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S20M3,SRP237728,M3_inulin
SRR10698272,AMPLICON,420,40323360,PRJNA595949,SAMN13577797,Metagenome or environmental,22318271,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-12-20,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374663,Belgium,Europe,Belgium: Brussels,S18M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S18M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S18M3,SRP237728,M3_inulin
SRR10698276,AMPLICON,420,40343100,PRJNA595949,SAMN13577793,Metagenome or environmental,22324764,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-11-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374659,Belgium,Europe,Belgium: Brussels,S15M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S15M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S15M3,SRP237728,M3_inulin
SRR10698280,AMPLICON,420,27596940,PRJNA595949,SAMN13577673,Metagenome or environmental,16395000,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-08-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374655,Belgium,Europe,Belgium: Liege,C08M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C08M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C08M3,SRP237728,M3_inulin
SRR10698281,AMPLICON,420,56012040,PRJNA595949,SAMN13577789,Metagenome or environmental,30530896,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-10-20,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374654,Belgium,Europe,Belgium: Brussels,S13M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S13M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S13M3,SRP237728,M3_inulin
SRR10698283,AMPLICON,420,49696080,PRJNA595949,SAMN13577787,Metagenome or environmental,27100240,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-09-29,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374652,Belgium,Europe,Belgium: Brussels,S12M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S12M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S12M3,SRP237728,M3_inulin
SRR10698285,AMPLICON,420,38748360,PRJNA595949,SAMN13577785,Metagenome or environmental,22156410,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-09-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374650,Belgium,Europe,Belgium: Brussels,S10M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S10M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S10M3,SRP237728,M3_inulin
SRR10698287,AMPLICON,420,18432540,PRJNA595949,SAMN13577783,Metagenome or environmental,11469349,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-08-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374648,Belgium,Europe,Belgium: Brussels,S09M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S09M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S09M3,SRP237728,M3_inulin
SRR10698292,AMPLICON,420,49634760,PRJNA595949,SAMN13577779,Metagenome or environmental,27288683,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-06-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374643,Belgium,Europe,Belgium: Brussels,S06M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S06M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S06M3,SRP237728,M3_inulin
SRR10698298,AMPLICON,420,44116380,PRJNA595949,SAMN13577773,Metagenome or environmental,24876780,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-05-19,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374637,Belgium,Europe,Belgium: Brussels,S03M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S03M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S03M3,SRP237728,M3_inulin
SRR10698300,AMPLICON,420,51828420,PRJNA595949,SAMN13577771,Metagenome or environmental,28090214,UNIVERSITE CATHOLIQUE DE LOUVAIN,2016-04-20,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374635,Belgium,Europe,Belgium: Brussels,S02M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S02M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S02M3,SRP237728,M3_inulin
SRR10698305,AMPLICON,420,55310640,PRJNA595949,SAMN13577767,Metagenome or environmental,31448077,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-05-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374630,Belgium,Europe,Belgium: Brussels,E49M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E49M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E49M3,SRP237728,M3_inulin
SRR10698309,AMPLICON,420,49833840,PRJNA595949,SAMN13577763,Metagenome or environmental,27578388,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-04-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374626,Belgium,Europe,Belgium: Brussels,E47M3_inulin,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E47M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E47M3,SRP237728,M3_inulin
SRR10698163,AMPLICON,420,38415300,PRJNA595949,SAMN13577725,Metagenome or environmental,22683677,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-01-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374772,Belgium,Europe,Belgium: Liege,C40M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C40M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C40M3,SRP237728,M3_inulin
SRR10698207,AMPLICON,420,50079540,PRJNA595949,SAMN13577685,Metagenome or environmental,27311433,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-01-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374728,Belgium,Europe,Belgium: Liege,C15M3_inulin,Homo sapiens,Illumina MiSeq,50.57 N 5.56 E,C15M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,C15M3,SRP237728,M3_inulin
SRR10698256,AMPLICON,420,46440660,PRJNA595949,SAMN13577811,Metagenome or environmental,24893587,UNIVERSITE CATHOLIQUE DE LOUVAIN,2017-06-23,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374679,Belgium,Europe,Belgium: Brussels,S33M3_inulin,Homo sapiens,Illumina MiSeq,50.85 N 4.45 E,S33M3_inulin,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,S33M3,SRP237728,M3_inulin
SRR10698128,AMPLICON,420,39809700,PRJNA595949,SAMN13577757,Metagenome or environmental,23687297,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-04-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374807,Belgium,Europe,Belgium: Brussels,E42M3_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E42M3_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E42M3,SRP237728,M3_placebo
SRR10698130,AMPLICON,420,40535880,PRJNA595949,SAMN13577755,Metagenome or environmental,22536072,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-01-07,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374805,Belgium,Europe,Belgium: Brussels,E38M3_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E38M3_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E38M3,SRP237728,M3_placebo
SRR10698132,AMPLICON,420,59985240,PRJNA595949,SAMN13577753,Metagenome or environmental,32749258,UNIVERSITE CATHOLIQUE DE LOUVAIN,2018-01-21,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",intestine environment,organic feature,organic material,SRX7374803,Belgium,Europe,Belgium: Brussels,E37M3_placebo,Homo sapiens,Illumina MiSeq,50.81 N 4.26 E,E37M3_placebo,PAIRED,PCR,METAGENOMIC,metagenome,ILLUMINA,2020-02-20T00:00:00Z,E37M3,SRP237728,M3_placebo
